team,opponent,date,hca,points,fga,orb,tov,fta,opp_points,opp_fga,opp_orb,opp_tov,opp_fta
Bethune-Cookman,UCF,2023-12-29,-1,54,59,11,26,15,98,67,20,18,33
UCF,Bethune-Cookman,2023-12-29,1,98,67,20,18,33,54,59,11,26,15
Utah Valley,Boise St.,2023-12-29,-1,63,50,9,12,34,85,56,13,15,24
Boise St.,Utah Valley,2023-12-29,1,85,56,13,15,24,63,50,9,12,34
Brown,Stony Brook,2023-12-29,-1,65,62,11,8,14,69,60,7,4,14
Stony Brook,Brown,2023-12-29,1,69,60,7,4,14,65,62,11,8,14
Niagara,Buffalo,2023-12-29,-1,69,56,11,14,19,63,53,8,17,17
Buffalo,Niagara,2023-12-29,1,63,53,8,17,17,69,56,11,14,19
Charleston So.,North Carolina,2023-12-29,-1,60,63,6,12,9,105,73,13,5,14
North Carolina,Charleston So.,2023-12-29,1,105,73,13,5,14,60,63,6,12,9
Charlotte,Stetson,2023-12-29,-1,75,61,10,9,14,79,57,6,10,11
Stetson,Charlotte,2023-12-29,1,79,57,6,10,11,75,61,10,9,14
Evansville,Cincinnati,2023-12-29,-1,58,58,5,11,13,76,69,18,12,15
Cincinnati,Evansville,2023-12-29,1,76,69,18,12,15,58,58,5,11,13
Radford,Clemson,2023-12-29,-1,58,53,2,9,7,93,60,15,13,14
Clemson,Radford,2023-12-29,1,93,60,15,13,14,58,53,2,9,7
Washington,Colorado,2023-12-29,-1,69,65,5,9,13,73,59,12,15,24
Colorado,Washington,2023-12-29,1,73,59,12,15,24,69,65,5,9,13
Denver,Omaha,2023-12-29,-1,95,59,11,9,31,80,57,10,6,35
Omaha,Denver,2023-12-29,1,80,57,10,6,35,95,59,11,9,31
Detroit Mercy,IUPUI,2023-12-29,-1,55,53,10,15,16,67,56,10,8,19
IUPUI,Detroit Mercy,2023-12-29,1,67,56,10,8,19,55,53,10,15,16
ETSU,East Carolina,2023-12-29,-1,86,59,15,17,23,70,63,22,14,32
East Carolina,ETSU,2023-12-29,1,70,63,22,14,32,86,59,15,17,23
Eastern Ill.,SIUE,2023-12-29,-1,58,62,15,6,22,67,43,6,14,27
SIUE,Eastern Ill.,2023-12-29,1,67,43,6,14,27,58,62,15,6,22
Eastern Ky.,Purdue,2023-12-29,-1,53,59,7,12,8,80,64,14,11,14
Purdue,Eastern Ky.,2023-12-29,1,80,64,14,11,14,53,59,7,12,8
Valparaiso,Elon,2023-12-29,-1,78,61,13,11,22,82,55,8,13,22
Elon,Valparaiso,2023-12-29,1,82,55,8,13,22,78,61,13,11,22
FDU,Illinois,2023-12-29,-1,71,70,11,12,7,104,69,22,13,26
Illinois,FDU,2023-12-29,1,104,69,22,13,26,71,70,11,12,7
Fresno St.,San Diego,2023-12-29,-1,71,55,13,15,28,67,67,13,10,16
San Diego,Fresno St.,2023-12-29,1,67,67,13,10,16,71,55,13,15,28
San Diego St.,Gonzaga,2023-12-29,-1,84,64,8,11,16,74,59,11,13,25
Gonzaga,San Diego St.,2023-12-29,1,74,59,11,13,25,84,64,8,11,16
Wright St.,Green Bay,2023-12-29,-1,77,61,10,9,16,88,55,5,13,17
Green Bay,Wright St.,2023-12-29,1,88,55,5,13,17,77,61,10,9,16
Illinois St.,Kentucky,2023-12-29,-1,70,79,24,8,18,96,63,7,6,17
Kentucky,Illinois St.,2023-12-29,1,96,63,7,6,17,70,79,24,8,18
Kennesaw St.,Indiana,2023-12-29,-1,87,71,9,15,8,100,59,11,18,33
Indiana,Kennesaw St.,2023-12-29,1,100,59,11,18,33,87,71,9,15,8
NIU,Iowa,2023-12-29,-1,74,58,4,21,16,103,84,12,7,15
Iowa,NIU,2023-12-29,1,103,84,12,7,15,74,58,4,21,16
Jackson St.,Northwestern,2023-12-29,-1,63,58,8,14,7,74,58,9,11,16
Northwestern,Jackson St.,2023-12-29,1,74,58,9,11,16,63,58,8,14,7
Oral Roberts,Kansas City,2023-12-29,-1,60,56,4,14,10,77,70,16,9,11
Kansas City,Oral Roberts,2023-12-29,1,77,70,16,9,11,60,56,4,14,10
Kent St.,Saint Mary's (CA),2023-12-29,-1,46,56,6,11,10,66,53,10,17,9
Saint Mary's (CA),Kent St.,2023-12-29,1,66,53,10,17,9,46,56,6,11,10
Tarleton St.,LMU (CA),2023-12-29,-1,79,55,9,8,15,66,63,15,6,14
LMU (CA),Tarleton St.,2023-12-29,1,66,63,15,6,14,79,55,9,8,15
Northwestern St.,LSU,2023-12-29,-1,55,59,10,20,14,96,59,5,11,20
LSU,Northwestern St.,2023-12-29,1,96,59,5,11,20,55,59,10,20,14
Loyola Maryland,Saint Joseph's,2023-12-29,-1,56,62,16,19,15,97,69,15,7,19
Saint Joseph's,Loyola Maryland,2023-12-29,1,97,69,15,7,19,56,62,16,19,15
Maine,Minnesota,2023-12-29,-1,62,59,8,14,6,80,57,8,11,19
Minnesota,Maine,2023-12-29,1,80,57,8,11,19,62,59,8,14,6
McNeese,Michigan,2023-12-29,-1,87,63,10,4,28,76,56,10,15,23
Michigan,McNeese,2023-12-29,1,76,56,10,15,23,87,63,10,4,28
North Florida,Miami (FL),2023-12-29,-1,55,62,7,19,11,95,69,12,14,18
Miami (FL),North Florida,2023-12-29,1,95,69,12,14,18,55,62,7,19,11
Robert Morris,Milwaukee,2023-12-29,-1,75,66,17,15,17,78,55,11,12,30
Milwaukee,Robert Morris,2023-12-29,1,78,55,11,12,30,75,66,17,15,17
South Carolina St.,Nebraska,2023-12-29,-1,62,74,13,19,15,91,61,10,20,32
Nebraska,South Carolina St.,2023-12-29,1,91,61,10,20,32,62,74,13,19,15
New Orleans,SFA,2023-12-29,-1,51,57,11,23,29,80,63,13,18,23
SFA,New Orleans,2023-12-29,1,80,63,13,18,23,51,57,11,23,29
South Dakota,North Dakota St.,2023-12-29,-1,75,57,11,12,21,66,67,5,7,3
North Dakota St.,South Dakota,2023-12-29,1,66,67,5,7,3,75,57,11,12,21
St. Thomas (MN),North Dakota,2023-12-29,-1,70,54,8,14,5,45,49,4,11,13
North Dakota,St. Thomas (MN),2023-12-29,1,45,49,4,11,13,70,54,8,14,5
Northern Ky.,Purdue Fort Wayne,2023-12-29,-1,60,61,17,17,21,73,61,7,10,14
Purdue Fort Wayne,Northern Ky.,2023-12-29,1,73,61,7,10,14,60,61,17,17,21
Rider,Penn St.,2023-12-29,-1,63,59,13,23,19,90,55,7,16,28
Penn St.,Rider,2023-12-29,1,90,55,7,16,28,63,59,13,23,19
Southern Ind.,Southeast Mo. St.,2023-12-29,-1,91,67,8,19,33,93,70,12,14,34
Southeast Mo. St.,Southern Ind.,2023-12-29,1,93,70,12,14,34,91,67,8,19,33
UNC Greensboro,Texas,2023-12-29,-1,37,47,9,16,17,72,53,10,11,18
Texas,UNC Greensboro,2023-12-29,1,72,53,10,11,18,37,47,9,16,17
UNC Asheville,UAB,2023-12-29,-1,85,60,15,10,28,90,67,22,8,36
UAB,UNC Asheville,2023-12-29,1,90,67,22,8,36,85,60,15,10,28
Washington St.,Utah,2023-12-29,-1,58,67,24,13,21,80,61,8,5,21
Utah,Washington St.,2023-12-29,1,80,61,8,5,21,58,67,24,13,21
Abilene Christian,Western Ky.,2023-12-30,-1,84,75,11,10,9,86,69,14,11,15
Western Ky.,Abilene Christian,2023-12-30,1,86,69,14,11,15,84,75,11,10,9
Akron,St. Bonaventure,2023-12-30,0,61,48,8,12,19,62,63,16,7,13
St. Bonaventure,Akron,2023-12-30,0,62,63,16,7,13,61,48,8,12,19
Alabama A&M,Georgia,2023-12-30,-1,73,53,6,22,23,93,67,13,12,27
Georgia,Alabama A&M,2023-12-30,1,93,67,13,12,27,73,53,6,22,23
Alabama,Liberty,2023-12-30,0,101,60,11,8,20,56,63,9,9,6
Liberty,Alabama,2023-12-30,0,56,63,9,9,6,101,60,11,8,20
ULM,App State,2023-12-30,-1,55,62,15,11,13,67,60,11,9,16
App State,ULM,2023-12-30,1,67,60,11,9,16,55,62,15,11,13
Arkansas St.,Georgia St.,2023-12-30,-1,90,58,10,7,32,91,67,15,4,28
Georgia St.,Arkansas St.,2023-12-30,1,91,67,15,4,28,90,58,10,7,32
UNCW,Arkansas,2023-12-30,-1,90,66,15,8,34,106,63,15,8,43
Arkansas,UNCW,2023-12-30,1,106,63,15,8,43,90,66,15,8,34
Chattanooga,Auburn,2023-12-30,-1,66,61,7,10,16,101,66,15,9,21
Auburn,Chattanooga,2023-12-30,1,101,66,15,9,21,66,61,7,10,16
Austin Peay,Memphis,2023-12-30,-1,70,75,17,10,10,81,61,15,13,31
Memphis,Austin Peay,2023-12-30,1,81,61,15,13,31,70,75,17,10,10
Wyoming,BYU,2023-12-30,-1,68,63,10,11,15,94,73,15,9,4
BYU,Wyoming,2023-12-30,1,94,73,15,9,4,68,63,10,11,15
Bellarmine,High Point,2023-12-30,-1,85,56,11,11,24,90,57,11,9,29
High Point,Bellarmine,2023-12-30,1,90,57,11,9,29,85,56,11,11,24
Merrimack,Boston U.,2023-12-30,-1,63,51,3,12,18,74,54,12,17,18
Boston U.,Merrimack,2023-12-30,1,74,54,12,17,18,63,51,3,12,18
Saint Peter's,Bucknell,2023-12-30,-1,67,49,10,8,21,58,44,6,13,13
Bucknell,Saint Peter's,2023-12-30,1,58,44,6,13,13,67,49,10,8,21
UC Irvine,CSU Bakersfield,2023-12-30,-1,75,49,5,14,14,56,59,12,9,22
CSU Bakersfield,UC Irvine,2023-12-30,1,56,59,12,9,22,75,49,5,14,14
CSUN,Long Beach St.,2023-12-30,-1,84,62,12,18,25,68,66,12,15,25
Long Beach St.,CSUN,2023-12-30,1,68,66,12,15,25,84,62,12,18,25
Cal Poly,UC Davis,2023-12-30,-1,46,49,10,12,22,71,49,8,13,14
UC Davis,Cal Poly,2023-12-30,1,71,49,8,13,14,46,49,10,12,22
Cal St. Fullerton,Hawaii,2023-12-30,-1,63,55,6,11,15,61,53,10,17,21
Hawaii,Cal St. Fullerton,2023-12-30,1,61,53,10,17,21,63,55,6,11,15
California Baptist,New Mexico St.,2023-12-30,-1,61,52,8,13,30,66,59,6,12,20
New Mexico St.,California Baptist,2023-12-30,1,66,59,6,12,20,61,52,8,13,30
Campbell,Saint Francis (PA),2023-12-30,-1,76,57,7,12,25,78,52,7,12,27
Saint Francis (PA),Campbell,2023-12-30,1,78,52,7,12,27,76,57,7,12,25
Central Ark.,Missouri,2023-12-30,-1,59,53,10,20,16,92,67,21,16,17
Missouri,Central Ark.,2023-12-30,1,92,67,21,16,17,59,53,10,20,16
Central Mich.,Loyola Chicago,2023-12-30,-1,35,59,9,12,12,73,57,9,13,16
Loyola Chicago,Central Mich.,2023-12-30,1,73,57,9,13,16,35,59,9,12,12
Chicago St.,DePaul,2023-12-30,-1,58,61,18,5,22,70,46,7,11,14
DePaul,Chicago St.,2023-12-30,1,70,46,7,11,14,58,61,18,5,22
Troy,Coastal Carolina,2023-12-30,-1,72,57,13,10,23,65,54,9,10,25
Coastal Carolina,Troy,2023-12-30,1,65,54,9,10,25,72,57,13,10,23
Colgate,Cornell,2023-12-30,-1,64,70,25,17,16,77,56,6,11,16
Cornell,Colgate,2023-12-30,1,77,56,6,11,16,64,70,25,17,16
Columbia,Fordham,2023-12-30,-1,78,63,8,10,23,87,66,13,8,26
Fordham,Columbia,2023-12-30,1,87,66,13,8,26,78,63,8,10,23
Creighton,Marquette,2023-12-30,-1,67,55,4,18,6,72,68,18,13,16
Marquette,Creighton,2023-12-30,1,72,68,18,13,16,67,55,4,18,6
Dartmouth,Vanderbilt,2023-12-30,-1,53,53,3,13,8,69,62,5,6,9
Vanderbilt,Dartmouth,2023-12-30,1,69,62,5,6,9,53,53,3,13,8
Davidson,Ohio,2023-12-30,0,72,55,14,16,36,69,59,10,15,27
Ohio,Davidson,2023-12-30,0,69,59,10,15,27,72,55,14,16,36
Longwood,Dayton,2023-12-30,-1,69,61,11,7,12,78,51,4,6,18
Dayton,Longwood,2023-12-30,1,78,51,4,6,18,69,61,11,7,12
Mount St. Mary's,Delaware St.,2023-12-30,-1,73,62,9,14,13,77,61,6,10,21
Delaware St.,Mount St. Mary's,2023-12-30,1,77,61,6,10,21,73,62,9,14,13
Princeton,Delaware,2023-12-30,-1,84,60,6,9,17,82,61,4,8,8
Delaware,Princeton,2023-12-30,1,82,61,4,8,8,84,60,6,9,17
Queens (NC),Duke,2023-12-30,-1,69,59,12,19,19,106,69,12,9,23
Duke,Queens (NC),2023-12-30,1,106,69,12,9,23,69,59,12,19,19
Sacramento St.,Eastern Wash.,2023-12-30,-1,61,54,11,15,23,87,49,8,14,29
Eastern Wash.,Sacramento St.,2023-12-30,1,87,49,8,14,29,61,54,11,15,23
Fla. Atlantic,FGCU,2023-12-30,-1,68,58,17,11,27,72,60,8,9,8
FGCU,Fla. Atlantic,2023-12-30,1,72,60,8,9,8,68,58,17,11,27
FIU,Utah Tech,2023-12-30,-1,92,74,10,9,32,96,64,18,25,36
Utah Tech,FIU,2023-12-30,1,96,64,18,25,36,92,74,10,9,32
Le Moyne,Fairfield,2023-12-30,-1,72,64,12,20,8,78,60,15,15,27
Fairfield,Le Moyne,2023-12-30,1,78,60,15,15,27,72,64,12,20,8
Florida A&M,South Carolina,2023-12-30,-1,62,63,11,10,10,94,62,15,10,28
South Carolina,Florida A&M,2023-12-30,1,94,62,15,10,28,62,63,11,10,10
Lipscomb,Florida St.,2023-12-30,-1,78,59,10,11,15,75,62,14,9,27
Florida St.,Lipscomb,2023-12-30,1,75,62,14,9,27,78,59,10,11,15
Quinnipiac,Florida,2023-12-30,-1,72,75,18,14,23,97,68,16,13,29
Florida,Quinnipiac,2023-12-30,1,97,68,16,13,29,72,75,18,14,23
Southern Miss.,Ga. Southern,2023-12-30,-1,67,62,10,13,24,88,59,8,21,9
Ga. Southern,Southern Miss.,2023-12-30,1,88,59,8,21,9,67,62,10,13,24
Gardner-Webb,VCU,2023-12-30,-1,73,67,12,9,21,87,69,12,12,10
VCU,Gardner-Webb,2023-12-30,1,87,69,12,12,10,73,67,12,9,21
N.C. A&T,George Mason,2023-12-30,-1,69,56,9,11,25,94,58,10,12,25
George Mason,N.C. A&T,2023-12-30,1,94,58,10,12,25,69,56,9,11,25
UMES,George Washington,2023-12-30,-1,63,67,17,14,12,69,53,12,10,35
George Washington,UMES,2023-12-30,1,69,53,12,10,35,63,67,17,14,12
Louisiana Tech,Grand Canyon,2023-12-30,-1,70,50,9,16,15,73,54,11,11,16
Grand Canyon,Louisiana Tech,2023-12-30,1,73,54,11,11,16,70,50,9,16,15
Iona,Harvard,2023-12-30,-1,69,61,10,8,19,60,49,9,15,25
Harvard,Iona,2023-12-30,1,60,49,9,15,25,69,61,10,8,19
Hofstra,St. John's (NY),2023-12-30,-1,79,66,7,8,7,84,60,15,12,31
St. John's (NY),Hofstra,2023-12-30,1,84,60,15,12,31,79,66,7,8,7
Penn,Houston,2023-12-30,-1,42,45,10,22,11,81,66,19,7,16
Houston,Penn,2023-12-30,1,81,66,19,7,16,42,45,10,22,11
Howard,La Salle,2023-12-30,-1,71,56,12,13,19,66,61,10,9,17
La Salle,Howard,2023-12-30,1,66,61,10,9,17,71,56,12,13,19
Montana,Idaho St.,2023-12-30,-1,76,62,12,11,6,68,56,8,9,13
Idaho St.,Montana,2023-12-30,1,68,56,8,9,13,76,62,12,11,6
Portland St.,Idaho,2023-12-30,-1,77,59,13,10,29,72,57,9,14,20
Idaho,Portland St.,2023-12-30,1,72,57,9,14,20,77,59,13,10,29
Indiana St.,Michigan St.,2023-12-30,-1,75,57,8,14,17,87,61,15,12,27
Michigan St.,Indiana St.,2023-12-30,1,87,61,15,12,27,75,57,8,14,17
Texas St.,James Madison,2023-12-30,-1,65,57,11,14,14,82,63,11,5,16
James Madison,Texas St.,2023-12-30,1,82,63,11,5,16,65,57,11,14,14
Kansas,Wichita St.,2023-12-30,0,86,74,14,8,19,67,66,7,15,14
Wichita St.,Kansas,2023-12-30,0,67,66,7,15,14,86,74,14,8,19
Lafayette,Richmond,2023-12-30,-1,38,56,9,15,13,59,61,10,14,6
Richmond,Lafayette,2023-12-30,1,59,61,10,14,6,38,56,9,15,13
Lehigh,Marist,2023-12-30,-1,65,44,4,18,30,58,63,6,11,13
Marist,Lehigh,2023-12-30,1,58,63,6,11,13,65,44,4,18,30
Little Rock,Tennessee St.,2023-12-30,-1,82,64,16,12,30,90,52,6,14,29
Tennessee St.,Little Rock,2023-12-30,1,90,52,6,14,29,82,64,16,12,30
Louisiana,Marshall,2023-12-30,-1,61,61,14,12,21,75,58,12,9,25
Marshall,Louisiana,2023-12-30,1,75,58,12,9,25,61,61,14,12,21
Wagner,Manhattan,2023-12-30,-1,68,55,9,9,14,56,62,10,8,4
Manhattan,Wagner,2023-12-30,1,56,62,10,8,4,68,55,9,9,14
Siena,Massachusetts,2023-12-30,-1,66,57,14,18,19,79,61,13,10,24
Massachusetts,Siena,2023-12-30,1,79,61,13,10,24,66,57,14,18,19
Middle Tenn.,Murray St.,2023-12-30,-1,54,52,8,18,17,75,60,10,9,19
Murray St.,Middle Tenn.,2023-12-30,1,75,60,10,9,19,54,52,8,18,17
Mississippi Val.,San Francisco,2023-12-30,-1,42,36,4,24,8,92,61,12,6,8
San Francisco,Mississippi Val.,2023-12-30,1,92,61,12,6,8,42,36,4,24,8
Montana St.,Weber St.,2023-12-30,-1,64,59,7,9,14,86,49,10,10,35
Weber St.,Montana St.,2023-12-30,1,86,49,10,10,35,64,59,7,9,14
William & Mary,Navy,2023-12-30,-1,65,58,13,17,16,77,51,9,10,30
Navy,William & Mary,2023-12-30,1,77,51,9,10,30,65,58,13,17,16
Northeastern,Rhode Island,2023-12-30,-1,71,55,6,16,16,82,56,11,15,20
Rhode Island,Northeastern,2023-12-30,1,82,56,11,15,20,71,55,6,16,16
Northern Ariz.,Northern Colo.,2023-12-30,-1,77,57,6,10,15,92,49,4,9,23
Northern Colo.,Northern Ariz.,2023-12-30,1,92,49,4,9,23,77,57,6,10,15
Virginia,Notre Dame,2023-12-30,-1,54,55,10,11,18,76,51,10,14,17
Notre Dame,Virginia,2023-12-30,1,76,51,10,14,17,54,55,10,11,18
Ohio St.,West Virginia,2023-12-30,0,78,73,18,11,25,75,68,12,14,16
West Virginia,Ohio St.,2023-12-30,0,75,68,12,14,16,78,73,18,11,25
South Alabama,Old Dominion,2023-12-30,-1,61,58,7,17,8,59,68,11,12,9
Old Dominion,South Alabama,2023-12-30,1,59,68,11,12,9,61,58,7,17,8
Southern California,Oregon St.,2023-12-30,-1,70,53,8,20,8,86,47,9,21,31
Oregon St.,Southern California,2023-12-30,1,86,47,9,21,31,70,53,8,20,8
UCLA,Oregon,2023-12-30,-1,59,56,13,16,11,64,54,10,11,14
Oregon,UCLA,2023-12-30,1,64,54,10,11,14,59,56,13,16,11
Pittsburgh,Syracuse,2023-12-30,-1,73,62,14,15,24,81,57,9,13,30
Syracuse,Pittsburgh,2023-12-30,1,81,57,9,13,30,73,62,14,15,24
Prairie View,Texas A&M,2023-12-30,-1,54,56,8,15,19,79,69,29,14,38
Texas A&M,Prairie View,2023-12-30,1,79,69,29,14,38,54,56,8,15,19
Stonehill,Rutgers,2023-12-30,-1,58,60,14,17,14,59,62,20,11,35
Rutgers,Stonehill,2023-12-30,1,59,62,20,11,35,58,60,14,17,14
Yale,Santa Clara,2023-12-30,-1,66,67,15,11,17,58,57,11,14,17
Santa Clara,Yale,2023-12-30,1,58,57,11,14,17,66,67,15,11,17
Seattle U,UTEP,2023-12-30,-1,73,56,8,16,11,61,53,5,9,26
UTEP,Seattle U,2023-12-30,1,61,53,5,9,26,73,56,8,16,11
UIC,Southern Ill.,2023-12-30,-1,50,55,8,10,13,62,57,10,10,13
Southern Ill.,UIC,2023-12-30,1,62,57,10,10,13,50,55,8,10,13
UT Martin,Tennessee Tech,2023-12-30,-1,81,64,9,10,21,73,59,5,13,18
Tennessee Tech,UT Martin,2023-12-30,1,73,59,5,13,18,81,64,9,10,21
UC Santa Barbara,UC Riverside,2023-12-30,-1,77,55,7,7,31,79,59,4,7,15
UC Riverside,UC Santa Barbara,2023-12-30,1,79,59,4,7,15,77,55,7,7,31
UIW,UTRGV,2023-12-30,-1,74,66,14,14,17,77,61,20,15,29
UTRGV,UIW,2023-12-30,1,77,61,20,15,29,74,66,14,14,17
Virginia Tech,Wake Forest,2023-12-30,-1,63,52,4,19,14,86,68,11,7,21
Wake Forest,Virginia Tech,2023-12-30,1,86,68,11,7,21,63,52,4,19,14
Arizona St.,California,2023-12-31,-1,71,65,6,12,14,69,60,9,15,22
California,Arizona St.,2023-12-31,1,69,60,9,15,22,71,65,6,12,14
Arizona,Stanford,2023-12-31,-1,82,73,14,8,15,100,62,6,14,14
Stanford,Arizona,2023-12-31,1,100,62,6,14,14,82,73,14,8,15
Bethune-Cookman,Mississippi St.,2023-12-31,-1,62,64,12,16,10,85,51,6,16,24
Mississippi St.,Bethune-Cookman,2023-12-31,1,85,51,6,16,24,62,64,12,16,10
Bryant,Ole Miss,2023-12-31,-1,78,69,9,11,17,95,65,8,9,28
Ole Miss,Bryant,2023-12-31,1,95,65,8,9,28,78,69,9,11,17
Cleveland St.,IUPUI,2023-12-31,-1,86,60,6,5,18,77,62,13,10,16
IUPUI,Cleveland St.,2023-12-31,1,77,62,13,10,16,86,60,6,5,18
Washington St.,Colorado,2023-12-31,-1,67,58,7,13,8,74,48,6,14,26
Colorado,Washington St.,2023-12-31,1,74,48,6,14,26,67,58,7,13,8
Oral Roberts,Denver,2023-12-31,-1,89,73,12,9,28,86,71,12,10,30
Denver,Oral Roberts,2023-12-31,1,86,71,12,10,30,89,73,12,9,28
Detroit Mercy,Purdue Fort Wayne,2023-12-31,-1,56,55,13,24,23,91,70,12,7,23
Purdue Fort Wayne,Detroit Mercy,2023-12-31,1,91,70,12,7,23,56,55,13,24,23
Robert Morris,Green Bay,2023-12-31,-1,61,51,10,12,21,78,54,5,7,15
Green Bay,Robert Morris,2023-12-31,1,78,54,5,7,15,61,51,10,12,21
New Hampshire,Iowa St.,2023-12-31,-1,70,59,7,18,15,85,74,14,11,14
Iowa St.,New Hampshire,2023-12-31,1,85,74,14,11,14,70,59,7,18,15
Kansas City,St. Thomas (MN),2023-12-31,-1,56,56,19,17,15,77,52,6,4,25
St. Thomas (MN),Kansas City,2023-12-31,1,77,52,6,4,25,56,56,19,17,15
Southern Ind.,Lindenwood,2023-12-31,-1,73,51,12,13,30,62,50,3,9,26
Lindenwood,Southern Ind.,2023-12-31,1,62,50,3,9,26,73,51,12,13,30
Wright St.,Milwaukee,2023-12-31,-1,83,54,8,12,21,91,62,11,11,12
Milwaukee,Wright St.,2023-12-31,1,91,62,11,11,12,83,54,8,12,21
Monmouth,Oklahoma,2023-12-31,-1,56,58,11,12,8,72,56,10,12,11
Oklahoma,Monmouth,2023-12-31,1,72,56,10,12,11,56,58,11,12,8
Morehead St.,Southeast Mo. St.,2023-12-31,-1,83,57,7,14,23,64,53,4,13,22
Southeast Mo. St.,Morehead St.,2023-12-31,1,64,53,4,13,22,83,57,7,14,23
Morgan St.,NJIT,2023-12-31,-1,53,66,21,16,18,69,57,11,13,30
NJIT,Morgan St.,2023-12-31,1,69,57,11,13,30,53,66,21,16,18
North Dakota,South Dakota St.,2023-12-31,-1,61,58,13,11,26,80,50,6,11,29
South Dakota St.,North Dakota,2023-12-31,1,80,50,6,11,29,61,58,13,11,26
Oakland,Youngstown St.,2023-12-31,-1,88,52,6,12,23,81,63,7,6,15
Youngstown St.,Oakland,2023-12-31,1,81,63,7,6,15,88,52,6,12,23
South Carolina St.,Oklahoma St.,2023-12-31,-1,70,71,17,13,18,86,56,13,23,20
Oklahoma St.,South Carolina St.,2023-12-31,1,86,56,13,23,20,70,71,17,13,18
Omaha,South Dakota,2023-12-31,-1,67,58,6,6,16,51,61,15,13,10
South Dakota,Omaha,2023-12-31,1,51,61,15,13,10,67,58,6,6,16
Western Ill.,SIUE,2023-12-31,-1,78,53,13,14,20,70,53,7,11,15
SIUE,Western Ill.,2023-12-31,1,70,53,7,11,15,78,53,13,14,20
Washington,Utah,2023-12-31,-1,90,78,12,5,25,95,70,10,12,22
Utah,Washington,2023-12-31,1,95,70,10,12,22,90,78,12,5,25
Hampton,Drexel,2024-01-01,-1,65,59,15,16,19,99,65,12,7,24
Drexel,Hampton,2024-01-01,1,99,65,12,7,24,65,59,15,16,19
North Ala.,Texas Tech,2024-01-01,-1,57,58,11,9,11,85,55,9,8,19
Texas Tech,North Ala.,2024-01-01,1,85,55,9,8,19,57,58,11,9,11
Tex. A&M-Commerce,TCU,2024-01-01,-1,42,59,9,16,6,77,64,21,16,24
TCU,Tex. A&M-Commerce,2024-01-01,1,77,64,21,16,24,42,59,9,16,6
UT Arlington,Texas,2024-01-01,-1,62,61,16,15,10,79,63,20,12,20
Texas,UT Arlington,2024-01-01,1,79,63,20,12,20,62,61,16,15,10
Utah St.,Air Force,2024-01-02,-1,88,49,9,9,35,60,48,11,16,24
Air Force,Utah St.,2024-01-02,1,60,48,11,16,24,88,49,9,9,35
Akron,NIU,2024-01-02,-1,73,55,10,12,14,51,53,8,14,16
NIU,Akron,2024-01-02,1,51,53,8,14,16,73,55,10,12,14
Penn,Auburn,2024-01-02,-1,68,61,12,13,14,88,63,11,6,18
Auburn,Penn,2024-01-02,1,88,63,11,6,18,68,61,12,13,14
Ball St.,Kent St.,2024-01-02,-1,69,60,10,11,16,82,53,9,11,24
Kent St.,Ball St.,2024-01-02,1,82,53,9,11,24,69,60,10,11,16
Cornell,Baylor,2024-01-02,-1,79,61,9,12,17,98,65,10,10,18
Baylor,Cornell,2024-01-02,1,98,65,10,10,18,79,61,9,12,17
Belmont,Southern Ill.,2024-01-02,-1,63,60,8,10,18,73,57,7,13,24
Southern Ill.,Belmont,2024-01-02,1,73,57,7,13,24,63,60,8,10,18
Wake Forest,Boston College,2024-01-02,-1,84,58,6,10,13,78,65,13,8,22
Boston College,Wake Forest,2024-01-02,1,78,65,13,8,22,84,58,6,10,13
Eastern Mich.,Bowling Green,2024-01-02,-1,90,76,9,7,14,92,65,9,9,38
Bowling Green,Eastern Mich.,2024-01-02,1,92,65,9,9,38,90,76,9,7,14
Vermont,Brown,2024-01-02,-1,71,59,7,4,16,70,51,11,12,19
Brown,Vermont,2024-01-02,1,70,51,11,12,19,71,59,7,4,16
Buffalo,Central Mich.,2024-01-02,-1,76,50,10,18,22,64,65,13,8,18
Central Mich.,Buffalo,2024-01-02,1,64,65,13,8,18,76,50,10,18,22
Butler,St. John's (NY),2024-01-02,-1,70,65,14,13,12,86,68,17,10,21
St. John's (NY),Butler,2024-01-02,1,86,68,17,10,21,70,65,14,13,12
Charlotte,SMU,2024-01-02,-1,54,53,9,11,19,66,62,16,8,14
SMU,Charlotte,2024-01-02,1,66,62,16,8,14,54,53,9,11,19
Chicago St.,Kansas St.,2024-01-02,-1,55,49,4,7,16,62,51,16,12,23
Kansas St.,Chicago St.,2024-01-02,1,62,51,16,12,23,55,49,4,7,16
New Mexico,Colorado St.,2024-01-02,-1,68,60,7,11,11,76,53,8,15,21
Colorado St.,New Mexico,2024-01-02,1,76,53,8,15,21,68,60,7,11,11
Creighton,Georgetown,2024-01-02,-1,77,59,12,14,3,60,60,7,6,8
Georgetown,Creighton,2024-01-02,1,60,60,7,6,8,77,59,12,14,3
DePaul,UConn,2024-01-02,-1,56,56,8,10,19,85,55,5,12,10
UConn,DePaul,2024-01-02,1,85,55,5,12,10,56,56,8,10,19
Illinois St.,Drake,2024-01-02,-1,71,54,5,13,15,88,56,7,8,22
Drake,Illinois St.,2024-01-02,1,88,56,7,8,22,71,54,5,13,15
Syracuse,Duke,2024-01-02,-1,66,55,6,17,17,86,59,5,11,18
