team,opponent,date,hca,points,fga,orb,tov,fta,opp_points,opp_fga,opp_orb,opp_tov,opp_fta
Lindenwood,Southeast Mo. St.,2026-01-15,-1,88,59,13,16,35,76,70,12,14,26
UC Santa Barbara,CSU Bakersfield,2026-01-15,-1,75,47,10,11,29,69,55,11,8,21
CSU Bakersfield,UC Santa Barbara,2026-01-15,1,69,55,11,8,21,75,47,10,11,29
Cal Poly,Hawaii,2026-01-15,1,66,61,14,23,17,86,66,10,15,14
Sacramento St.,Northern Ariz.,2026-01-15,1,83,59,9,7,20,69,58,11,13,13
San Diego,Seattle U,2026-01-15,-1,64,60,10,16,14,75,52,6,14,25
Seattle U,San Diego,2026-01-15,1,75,52,6,14,25,64,60,10,16,14
CSUN,UC San Diego,2026-01-15,-1,84,64,13,7,29,79,67,9,6,19
UC San Diego,CSUN,2026-01-15,1,79,67,9,6,19,84,64,13,7,29
Northern Colo.,Portland St.,2026-01-15,-1,73,53,4,14,19,76,53,11,17,28
Portland St.,Northern Colo.,2026-01-15,1,76,53,11,17,28,73,53,4,14,19
Northern Ariz.,Sacramento St.,2026-01-15,-1,69,58,11,13,13,83,59,9,7,20
Hawaii,Cal Poly,2026-01-15,-1,86,66,10,15,14,66,61,14,23,17
UC Riverside,Long Beach St.,2026-01-15,-1,73,63,13,7,24,88,58,8,8,20
Long Beach St.,UC Riverside,2026-01-15,1,88,58,8,8,20,73,63,13,7,24
Gonzaga,Washington St.,2026-01-15,-1,86,68,17,8,17,65,52,10,17,20
Washington St.,Gonzaga,2026-01-15,1,65,52,10,17,20,86,68,17,8,17
Kent St.,Toledo,2026-01-16,1,87,57,13,9,36,84,59,10,11,29
Providence,Creighton,2026-01-16,1,93,69,19,10,35,88,66,14,10,29
Creighton,Providence,2026-01-16,-1,88,66,14,10,29,93,69,19,10,35
Toledo,Kent St.,2026-01-16,-1,84,59,10,11,29,87,57,13,9,36
Kansas,Baylor,2026-01-16,1,80,63,7,4,13,62,61,11,11,10
Baylor,Kansas,2026-01-16,-1,62,61,11,11,10,80,63,7,4,13
DePaul,Marquette,2026-01-16,1,80,65,15,8,13,75,60,8,7,13
Marquette,DePaul,2026-01-16,-1,75,60,8,7,13,80,65,15,8,13
Loyola Chicago,Dayton,2026-01-16,-1,51,57,16,19,16,78,52,7,11,28
Dayton,Loyola Chicago,2026-01-16,1,78,52,7,11,28,51,57,16,19,16
Ohio,Ball St.,2026-01-16,-1,71,54,8,12,19,76,51,9,10,31
Ball St.,Ohio,2026-01-16,1,76,51,9,10,31,71,54,8,12,19
Boise St.,Colorado St.,2026-01-16,1,79,49,11,11,27,73,47,6,15,14
Colorado St.,Boise St.,2026-01-16,-1,73,47,6,15,14,79,49,11,11,27
Georgia Tech,NC State,2026-01-17,-1,78,52,8,17,28,74,62,9,9,25
Canisius,Mount St. Mary's,2026-01-17,1,68,60,6,10,7,78,52,8,15,17
Tennessee,Kentucky,2026-01-17,1,78,53,16,12,29,80,59,14,9,21
Kentucky,Tennessee,2026-01-17,-1,80,59,14,9,21,78,53,16,12,29
Minnesota,Illinois,2026-01-17,-1,67,65,11,7,3,77,59,17,10,19
Illinois,Minnesota,2026-01-17,1,77,59,17,10,19,67,65,11,7,3
Virginia,SMU,2026-01-17,-1,72,60,16,11,12,68,61,12,8,14
Virginia Tech,Notre Dame,2026-01-17,1,89,53,9,12,32,76,61,13,13,21
SMU,Virginia,2026-01-17,1,68,61,12,8,14,72,60,16,11,12
Butler,Seton Hall,2026-01-17,-1,77,44,5,8,41,66,64,21,13,25
Notre Dame,Virginia Tech,2026-01-17,-1,76,61,13,13,21,89,53,9,12,32
Seton Hall,Butler,2026-01-17,1,66,64,21,13,25,77,44,5,8,41
Elon,Hofstra,2026-01-17,-1,89,56,10,7,27,85,59,13,11,21
Hofstra,Elon,2026-01-17,1,85,59,13,11,21,89,56,10,7,27
Georgetown,UConn,2026-01-17,1,62,57,15,13,9,64,58,16,6,24
UConn,Georgetown,2026-01-17,-1,64,58,16,6,24,62,57,15,13,9
NC State,Georgia Tech,2026-01-17,1,74,62,9,9,25,78,52,8,17,28
Mount St. Mary's,Canisius,2026-01-17,-1,78,52,8,15,17,68,60,6,10,7
Fordham,Duquesne,2026-01-17,1,63,70,19,13,15,74,51,6,13,27
Duquesne,Fordham,2026-01-17,-1,74,51,6,13,27,63,70,19,13,15
Lafayette,Holy Cross,2026-01-17,1,74,63,15,5,24,55,51,6,11,20
Alabama,Oklahoma,2026-01-17,-1,83,66,14,11,26,81,72,17,9,22
Holy Cross,Lafayette,2026-01-17,-1,55,51,6,11,20,74,63,15,5,24
Loyola Maryland,Boston U.,2026-01-17,1,74,61,9,8,21,57,55,8,16,17
New Haven,Wagner,2026-01-17,1,80,49,5,9,14,74,55,14,17,7
Wagner,New Haven,2026-01-17,-1,74,55,14,17,7,80,49,5,9,14
Buffalo,Miami (OH),2026-01-17,-1,102,65,8,15,23,105,66,5,11,26
Western Caro.,Chattanooga,2026-01-17,1,82,66,16,6,21,90,53,5,7,19
Miami (OH),Buffalo,2026-01-17,1,105,66,5,11,26,102,65,8,15,23
Bowling Green,Eastern Mich.,2026-01-17,1,85,57,9,10,21,79,59,10,9,14
Eastern Mich.,Bowling Green,2026-01-17,-1,79,59,10,9,14,85,57,9,10,21
Old Dominion,App State,2026-01-17,-1,75,49,5,10,23,73,56,10,7,25
Boston U.,Loyola Maryland,2026-01-17,-1,57,55,8,16,17,74,61,9,8,21
Oklahoma,Alabama,2026-01-17,1,81,72,17,9,22,83,66,14,11,26
App State,Old Dominion,2026-01-17,1,73,56,10,7,25,75,49,5,10,23
Chattanooga,Western Caro.,2026-01-17,-1,90,53,5,7,19,82,66,16,6,21
UCLA,Ohio St.,2026-01-17,-1,74,62,14,5,19,86,53,12,10,25
Ohio St.,UCLA,2026-01-17,1,86,53,12,10,25,74,62,14,5,19
TCU,Utah,2026-01-17,-1,79,60,10,8,22,82,59,14,13,22
Stetson,Queens (NC),2026-01-17,1,81,54,12,11,34,87,66,12,7,19
West Ga.,FGCU,2026-01-17,-1,72,64,11,9,19,90,49,8,12,36
Iowa St.,Cincinnati,2026-01-17,-1,70,51,11,12,27,79,69,15,8,12
Lehigh,Navy,2026-01-17,1,79,69,6,8,16,82,69,19,16,20
Navy,Lehigh,2026-01-17,-1,82,69,19,16,20,79,69,6,8,16
Syracuse,Boston College,2026-01-17,-1,73,59,9,18,22,81,63,10,8,29
South Dakota,North Dakota,2026-01-17,-1,80,53,7,13,24,96,73,13,6,7
North Dakota,South Dakota,2026-01-17,1,96,73,13,6,7,80,53,7,13,24
St. Thomas (MN),North Dakota St.,2026-01-17,-1,65,52,6,15,17,68,65,15,13,15
North Dakota St.,St. Thomas (MN),2026-01-17,1,68,65,15,13,15,65,52,6,15,17
Cornell,Yale,2026-01-17,-1,68,68,13,9,15,102,64,7,5,18
Yale,Cornell,2026-01-17,1,102,64,7,5,18,68,68,13,9,15
Brown,Columbia,2026-01-17,1,86,57,9,9,34,80,67,17,13,21
Columbia,Brown,2026-01-17,-1,80,67,17,13,21,86,57,9,9,34
Boston College,Syracuse,2026-01-17,1,81,63,10,8,29,73,59,9,18,22
Florida,Vanderbilt,2026-01-17,-1,98,61,13,10,30,94,65,6,4,22
Vanderbilt,Florida,2026-01-17,1,94,65,6,4,22,98,61,13,10,30
Utah,TCU,2026-01-17,1,82,59,14,13,22,79,60,10,8,22
Winthrop,UNC Asheville,2026-01-17,-1,69,52,12,15,30,67,62,13,10,25
Chicago St.,Le Moyne,2026-01-17,1,57,54,4,14,9,72,50,5,14,22
Le Moyne,Chicago St.,2026-01-17,-1,72,50,5,14,22,57,54,4,14,9
Detroit Mercy,IU Indy,2026-01-17,-1,80,61,13,14,30,77,69,13,13,10
IU Indy,Detroit Mercy,2026-01-17,1,77,69,13,13,10,80,61,13,14,30
Samford,ETSU,2026-01-17,1,75,55,6,6,13,76,49,4,6,17
ETSU,Samford,2026-01-17,-1,76,49,4,6,17,75,55,6,6,13
FGCU,West Ga.,2026-01-17,1,90,49,8,12,36,72,64,11,9,19
Sam Houston,FIU,2026-01-17,-1,76,59,13,17,26,63,51,13,18,39
FIU,Sam Houston,2026-01-17,1,63,51,13,18,39,76,59,13,17,26
Harvard,Princeton,2026-01-17,1,87,65,13,5,23,80,65,16,8,22
Princeton,Harvard,2026-01-17,-1,80,65,16,8,22,87,65,13,5,23
Akron,Western Mich.,2026-01-17,1,104,67,12,8,9,89,61,11,12,14
Western Mich.,Akron,2026-01-17,-1,89,61,11,12,14,104,67,12,8,9
UNC Asheville,Winthrop,2026-01-17,1,67,62,13,10,25,69,52,12,15,30
Central Conn. St.,Saint Francis,2026-01-17,-1,98,50,4,7,34,90,67,16,6,22
Saint Francis,Central Conn. St.,2026-01-17,1,90,67,16,6,22,98,50,4,7,34
Cleveland St.,Youngstown St.,2026-01-17,1,80,39,4,15,39,78,73,20,9,16
Stonehill,Mercyhurst,2026-01-17,-1,62,52,9,15,24,57,68,13,9,13
Mercyhurst,Stonehill,2026-01-17,1,57,68,13,9,13,62,52,9,15,24
Youngstown St.,Cleveland St.,2026-01-17,-1,78,73,20,9,16,80,39,4,15,39
Indiana,Iowa,2026-01-17,1,57,52,12,9,15,74,46,6,8,23
Iowa,Indiana,2026-01-17,-1,74,46,6,8,23,57,52,12,9,15
Bradley,Illinois St.,2026-01-17,-1,62,57,12,12,23,88,64,13,8,13
Illinois St.,Bradley,2026-01-17,1,88,64,13,8,13,62,57,12,12,23
Rider,Saint Peter's,2026-01-17,-1,58,58,18,17,14,69,61,16,9,14
Saint Peter's,Rider,2026-01-17,1,69,61,16,9,14,58,58,18,17,14
Gardner-Webb,Presbyterian,2026-01-17,1,55,49,6,17,20,92,60,9,9,22
Presbyterian,Gardner-Webb,2026-01-17,-1,92,60,9,9,22,55,49,6,17,20
Wisconsin,Rutgers,2026-01-17,1,96,60,8,9,29,87,63,11,10,19
Colgate,Bucknell,2026-01-17,1,95,60,10,10,22,76,55,5,11,24
Cincinnati,Iowa St.,2026-01-17,1,79,69,15,8,12,70,51,11,12,27
North Florida,Central Ark.,2026-01-17,-1,69,55,7,14,18,98,70,15,7,18
Central Ark.,North Florida,2026-01-17,1,98,70,15,7,18,69,55,7,14,18
Bucknell,Colgate,2026-01-17,-1,76,55,5,11,24,95,60,10,10,22
New Mexico St.,Delaware,2026-01-17,-1,97,63,9,4,11,68,52,6,6,18
Delaware,New Mexico St.,2026-01-17,1,68,52,6,6,18,97,63,9,4,11
Queens (NC),Stetson,2026-01-17,-1,87,66,12,7,19,81,54,12,11,34
Rutgers,Wisconsin,2026-01-17,-1,87,63,11,10,19,96,60,8,9,29
Marist,Fairfield,2026-01-17,1,82,53,10,13,21,67,57,13,10,27
Fairfield,Marist,2026-01-17,-1,67,57,13,10,27,82,53,10,13,21
Manhattan,Siena,2026-01-17,1,59,59,9,8,12,74,57,9,12,3
Siena,Manhattan,2026-01-17,-1,74,57,9,12,3,59,59,9,8,12
Miami (FL),Clemson,2026-01-17,-1,59,54,11,16,14,69,51,4,12,10
Clemson,Miami (FL),2026-01-17,1,69,51,4,12,10,59,54,11,16,14
St. Bonaventure,La Salle,2026-01-17,-1,74,61,12,11,9,78,43,7,17,20
Radford,Longwood,2026-01-17,1,85,53,8,11,31,83,58,13,15,18
Grand Canyon,Utah St.,2026-01-17,1,84,53,13,11,33,74,69,22,7,23
Utah St.,Grand Canyon,2026-01-17,-1,74,69,22,7,23,84,53,13,11,33
La Salle,St. Bonaventure,2026-01-17,1,78,43,7,17,20,74,61,12,11,9
Longwood,Radford,2026-01-17,-1,83,58,13,15,18,85,53,8,11,31
Ga. Southern,Coastal Carolina,2026-01-17,1,75,70,15,5,28,79,55,13,15,38
Quinnipiac,Merrimack,2026-01-17,-1,71,55,9,9,26,83,50,8,12,27
Western Ky.,Kennesaw St.,2026-01-17,1,65,68,14,8,23,81,59,12,11,29
Drake,UIC,2026-01-17,-1,67,59,10,10,18,74,51,13,9,38
UIC,Drake,2026-01-17,1,74,51,13,9,38,67,59,10,10,18
Merrimack,Quinnipiac,2026-01-17,1,83,50,8,12,27,71,55,9,9,26
UTEP,Liberty,2026-01-17,-1,69,51,3,13,4,80,54,4,6,11
North Ala.,Jacksonville,2026-01-17,1,68,48,6,10,30,90,59,9,10,18
Dartmouth,Penn,2026-01-17,1,74,61,10,11,26,84,64,13,5,31
Valparaiso,UNI,2026-01-17,1,54,51,8,7,20,44,57,10,8,7
Liberty,UTEP,2026-01-17,1,80,54,4,6,11,69,51,3,13,4
UNI,Valparaiso,2026-01-17,-1,44,57,10,8,7,54,51,8,7,20
Massachusetts,NIU,2026-01-17,-1,68,52,10,18,30,70,58,15,14,30
NIU,Massachusetts,2026-01-17,1,70,58,15,14,30,68,52,10,18,30
Coastal Carolina,Ga. Southern,2026-01-17,-1,79,55,13,15,38,75,70,15,5,28
Penn,Dartmouth,2026-01-17,-1,84,64,13,5,31,74,61,10,11,26
Kennesaw St.,Western Ky.,2026-01-17,-1,81,59,12,11,29,65,68,14,8,23
Jacksonville,North Ala.,2026-01-17,-1,90,59,9,10,18,68,48,6,10,30
Georgia St.,ULM,2026-01-17,-1,77,60,7,9,10,57,62,11,11,10
Missouri,LSU,2026-01-17,-1,70,46,9,12,30,78,59,16,7,23
LSU,Missouri,2026-01-17,1,78,59,16,7,23,70,46,9,12,30
ULM,Georgia St.,2026-01-17,1,57,62,11,11,10,77,60,7,9,10
Murray St.,Indiana St.,2026-01-17,1,85,62,13,11,23,81,66,12,12,15
Jackson St.,Prairie View,2026-01-17,1,82,64,16,17,20,78,58,12,11,35
Western Ill.,Little Rock,2026-01-17,-1,79,66,18,8,23,86,63,9,7,15
Little Rock,Western Ill.,2026-01-17,1,86,63,9,7,15,79,66,18,8,23
UT Arlington,Utah Valley,2026-01-17,-1,74,56,14,15,26,86,60,15,11,28
Utah Valley,UT Arlington,2026-01-17,1,86,60,15,11,28,74,56,14,15,26
UCF,Arizona,2026-01-17,1,77,70,14,13,14,84,55,9,12,33
UNC Greensboro,Mercer,2026-01-17,1,92,63,8,7,23,102,51,11,15,41
Mercer,UNC Greensboro,2026-01-17,-1,102,51,11,15,41,92,63,8,7,23
South Alabama,Louisiana,2026-01-17,1,56,53,10,8,10,59,55,5,7,4
Louisiana,South Alabama,2026-01-17,-1,59,55,5,7,4,56,53,10,8,10
Arizona,UCF,2026-01-17,-1,84,55,9,12,33,77,70,14,13,14
UC San Diego,CSU Bakersfield,2026-01-17,-1,83,63,9,8,20,62,56,13,15,27
Tennessee Tech,Morehead St.,2026-01-17,1,70,57,12,8,22,76,65,17,7,18
Nicholls,Lamar University,2026-01-17,1,80,54,9,13,24,90,53,8,15,16
Lamar University,Nicholls,2026-01-17,-1,90,53,8,15,16,80,54,9,13,24
CSU Bakersfield,UC San Diego,2026-01-17,1,62,56,13,15,27,83,63,9,8,20
Michigan,Oregon,2026-01-17,-1,81,51,12,14,30,71,64,15,11,16
California,North Carolina,2026-01-17,1,84,58,8,13,16,78,56,10,11,28
North Carolina,California,2026-01-17,-1,78,56,10,11,28,84,58,8,13,16
Col. of Charleston,Stony Brook,2026-01-17,-1,106,70,11,10,36,112,73,9,8,31
Stony Brook,Col. of Charleston,2026-01-17,1,112,73,9,8,31,106,70,11,10,36
Arkansas,Georgia,2026-01-17,-1,76,72,16,18,16,90,69,9,17,16
Georgia,Arkansas,2026-01-17,1,90,69,9,17,16,76,72,16,18,16
Nebraska,Northwestern,2026-01-17,-1,77,53,6,5,15,58,54,9,11,10
Marshall,James Madison,2026-01-17,1,77,59,18,13,28,72,61,15,14,20
James Madison,Marshall,2026-01-17,-1,72,61,15,14,20,77,59,18,13,28
Northwestern,Nebraska,2026-01-17,1,58,54,9,11,10,77,53,6,5,15
Oregon,Michigan,2026-01-17,1,71,64,15,11,16,81,51,12,14,30
Texas Southern,Alcorn,2026-01-17,-1,72,50,10,9,33,71,52,9,11,23
Alcorn,Texas Southern,2026-01-17,1,71,52,9,11,23,72,50,10,9,33
Air Force,Nevada,2026-01-17,1,66,56,4,14,6,81,51,8,15,21
Nevada,Air Force,2026-01-17,-1,81,51,8,15,21,66,56,4,14,6
Morehead St.,Tennessee Tech,2026-01-17,-1,76,65,17,7,18,70,57,12,8,22
Richmond,Saint Louis,2026-01-17,-1,63,59,9,10,21,88,61,12,9,23
Saint Louis,Richmond,2026-01-17,1,88,61,12,9,23,63,59,9,10,21
Indiana St.,Murray St.,2026-01-17,-1,81,66,12,12,15,85,62,13,11,23
Prairie View,Jackson St.,2026-01-17,-1,78,58,12,11,35,82,64,16,17,20
N.C. Central,Howard,2026-01-17,1,69,58,11,14,15,83,66,17,13,15
Morgan St.,Delaware St.,2026-01-17,-1,80,60,9,11,27,79,53,11,11,39
Delaware St.,Morgan St.,2026-01-17,1,79,53,11,11,39,80,60,9,11,27
A&M-Corpus Christi,Southeastern La.,2026-01-17,1,68,49,9,18,24,56,52,6,19,13
Southeastern La.,A&M-Corpus Christi,2026-01-17,-1,56,52,6,19,13,68,49,9,18,24
Arkansas St.,Troy,2026-01-17,-1,74,61,14,9,22,99,61,11,7,21
UMES,Coppin St.,2026-01-17,1,70,49,10,12,19,67,48,16,20,21
Coppin St.,UMES,2026-01-17,-1,67,48,16,20,21,70,49,10,12,19
Troy,Arkansas St.,2026-01-17,1,99,61,11,7,21,74,61,14,9,22
East Texas A&M,Houston Christian,2026-01-17,-1,70,59,12,14,16,81,52,12,14,30
Houston Christian,East Texas A&M,2026-01-17,1,81,52,12,14,30,70,59,12,14,16
Howard,N.C. Central,2026-01-17,-1,83,66,17,13,15,69,58,11,14,15
Southern Ind.,Tennessee St.,2026-01-17,-1,67,65,14,13,9,73,63,8,5,14
Tennessee St.,Southern Ind.,2026-01-17,1,73,63,8,5,14,67,65,14,13,9
Lindenwood,UT Martin,2026-01-17,-1,55,53,12,17,27,69,61,12,17,11
UT Martin,Lindenwood,2026-01-17,1,69,61,12,17,11,55,53,12,17,27
Texas St.,Southern Miss.,2026-01-17,1,74,42,6,18,35,67,52,5,14,24
South Carolina St.,Norfolk St.,2026-01-17,1,82,61,15,15,22,89,43,8,15,47
Norfolk St.,South Carolina St.,2026-01-17,-1,89,43,8,15,47,82,61,15,15,22
Southern Miss.,Texas St.,2026-01-17,-1,67,52,5,14,24,74,42,6,18,35
Southeast Mo. St.,SIUE,2026-01-17,1,55,46,6,13,23,68,51,7,11,17
SIUE,Southeast Mo. St.,2026-01-17,-1,68,51,7,11,17,55,46,6,13,23
UC Davis,UC Irvine,2026-01-17,1,75,57,13,10,30,72,58,9,14,13
Northwestern St.,UIW,2026-01-17,-1,74,47,5,13,25,76,49,9,13,25
UIW,Northwestern St.,2026-01-17,1,76,49,9,13,25,74,47,5,13,25
Portland St.,Northern Ariz.,2026-01-17,1,63,54,14,12,19,52,46,4,13,15
Northern Ariz.,Portland St.,2026-01-17,-1,52,46,4,13,15,63,54,14,12,19
Southern U.,Grambling,2026-01-17,-1,71,56,10,13,22,53,44,12,23,32
Grambling,Southern U.,2026-01-17,1,53,44,12,23,32,71,56,10,13,22
Louisiana Tech,Jacksonville St.,2026-01-17,-1,60,56,15,10,13,64,49,9,11,18
Jacksonville St.,Louisiana Tech,2026-01-17,1,64,49,9,11,18,60,56,15,10,13
Wofford,Furman,2026-01-17,-1,74,58,8,8,13,70,57,13,12,15
UC Irvine,UC Davis,2026-01-17,-1,72,58,9,14,13,75,57,13,10,30
Furman,Wofford,2026-01-17,1,70,57,13,12,15,74,58,8,8,13
San Jose St.,UNLV,2026-01-17,1,62,46,13,12,21,76,50,5,7,12
UNLV,San Jose St.,2026-01-17,-1,76,50,5,7,12,62,46,13,12,21
Kansas City,South Dakota St.,2026-01-17,-1,62,58,11,11,13,90,60,10,9,15
South Dakota St.,Kansas City,2026-01-17,1,90,60,10,9,15,62,58,11,11,13
McNeese,UTRGV,2026-01-17,-1,76,63,16,7,24,79,48,6,13,18
UTRGV,McNeese,2026-01-17,1,79,48,6,13,18,76,63,16,7,24
Washington,Michigan St.,2026-01-17,1,63,53,3,12,13,80,65,13,5,18
Missouri St.,Middle Tenn.,2026-01-17,-1,87,69,15,11,26,90,55,9,18,23
Colorado,West Virginia,2026-01-17,-1,61,56,9,6,14,72,50,11,9,22
West Virginia,Colorado,2026-01-17,1,72,50,11,9,22,61,56,9,6,14
Duke,Stanford,2026-01-17,-1,80,50,11,10,28,50,54,13,18,10
Stanford,Duke,2026-01-17,1,50,54,13,18,10,80,50,11,10,28
Texas A&M,Texas,2026-01-17,-1,74,53,6,6,19,70,53,11,8,26
Texas,Texas A&M,2026-01-17,1,70,53,11,8,26,74,53,6,6,19
Auburn,South Carolina,2026-01-17,1,71,56,11,11,30,67,58,13,15,20
South Carolina,Auburn,2026-01-17,-1,67,58,13,15,20,71,56,11,11,30
Southern California,Purdue,2026-01-17,1,64,61,10,13,14,69,55,6,8,22
Purdue,Southern California,2026-01-17,-1,69,55,6,8,22,64,61,10,13,14
Pacific,Oregon St.,2026-01-17,-1,81,57,9,7,15,64,45,5,9,27
Oregon St.,Pacific,2026-01-17,1,64,45,5,9,27,81,57,9,7,15
Middle Tenn.,Missouri St.,2026-01-17,1,90,55,9,18,23,87,69,15,11,26
Michigan St.,Washington,2026-01-17,-1,80,65,13,5,18,63,53,3,12,13
Idaho St.,Eastern Wash.,2026-01-17,1,66,56,11,8,21,84,50,6,12,34
Eastern Wash.,Idaho St.,2026-01-17,-1,84,50,6,12,34,66,56,11,8,21
SFA,New Orleans,2026-01-17,-1,84,62,14,5,30,79,63,11,12,11
New Orleans,SFA,2026-01-17,1,79,63,11,12,11,84,62,14,5,30
Wake Forest,Florida St.,2026-01-17,-1,69,63,9,5,12,68,58,16,16,19
Florida St.,Wake Forest,2026-01-17,1,68,58,16,16,19,69,63,9,5,12
Florida A&M,Ark.-Pine Bluff,2026-01-17,-1,71,49,10,16,24,67,48,5,13,19
Bethune-Cookman,Mississippi Val.,2026-01-17,-1,79,48,8,14,19,63,57,4,6,23
Mississippi Val.,Bethune-Cookman,2026-01-17,1,63,57,4,6,23,79,48,8,14,19
Ark.-Pine Bluff,Florida A&M,2026-01-17,1,67,48,5,13,19,71,49,10,16,24
Santa Clara,Saint Mary's (CA),2026-01-17,1,62,54,7,10,20,54,58,14,13,22
Belmont,Southern Ill.,2026-01-17,-1,73,62,13,9,23,68,58,10,12,20
High Point,USC Upstate,2026-01-17,1,89,64,12,5,21,69,63,17,15,16
USC Upstate,High Point,2026-01-17,-1,69,63,17,15,16,89,64,12,5,21
Southern Ill.,Belmont,2026-01-17,1,68,58,10,12,20,73,62,13,9,23
Bellarmine,Eastern Ky.,2026-01-17,-1,69,50,9,9,29,89,53,12,12,21
Eastern Ky.,Bellarmine,2026-01-17,1,89,53,12,12,21,69,50,9,9,29
Lipscomb,Austin Peay,2026-01-17,1,82,63,8,12,15,78,64,10,14,16
Austin Peay,Lipscomb,2026-01-17,-1,78,64,10,14,16,82,63,8,12,15
UNCW,Campbell,2026-01-17,1,78,58,10,7,25,75,53,10,14,24
Campbell,UNCW,2026-01-17,-1,75,53,10,14,24,78,58,10,7,25
Wyoming,Fresno St.,2026-01-17,-1,60,54,13,14,12,63,51,11,8,27
Fresno St.,Wyoming,2026-01-17,1,63,51,11,8,27,60,54,13,14,12
The Citadel,VMI,2026-01-17,-1,82,50,10,13,32,68,49,6,11,28
VMI,The Citadel,2026-01-17,1,68,49,6,11,28,82,50,10,13,32
LIU,FDU,2026-01-17,-1,66,56,11,14,10,59,55,14,12,26
Northern Ky.,Robert Morris,2026-01-17,1,89,66,12,14,37,92,65,13,16,31
FDU,LIU,2026-01-17,1,59,55,14,12,26,66,56,11,14,10
Robert Morris,Northern Ky.,2026-01-17,-1,92,65,13,16,31,89,66,12,14,37
Saint Mary's (CA),Santa Clara,2026-01-17,-1,54,58,14,13,22,62,54,7,10,20
Long Beach St.,CSUN,2026-01-17,-1,87,58,6,13,28,80,66,15,15,29
Oral Roberts,Omaha,2026-01-17,1,62,49,7,12,25,73,56,4,8,18
Omaha,Oral Roberts,2026-01-17,-1,73,56,4,8,18,62,49,7,12,25
San Diego St.,New Mexico,2026-01-17,1,83,55,8,16,30,79,61,9,17,21
New Mexico,San Diego St.,2026-01-17,-1,79,61,9,17,21,83,55,8,16,30
CSUN,Long Beach St.,2026-01-17,1,80,66,15,15,29,87,58,6,13,28
Pittsburgh,Louisville,2026-01-17,1,59,55,8,10,16,100,57,6,8,15
Louisville,Pittsburgh,2026-01-17,-1,100,57,6,8,15,59,55,8,10,16
UC Riverside,Cal St. Fullerton,2026-01-17,1,81,55,6,17,22,72,60,10,14,31
Cal St. Fullerton,UC Riverside,2026-01-17,-1,72,60,10,14,31,81,55,6,17,22
Villanova,St. John's (NY),2026-01-17,1,79,54,7,14,24,86,58,12,9,31
St. John's (NY),Villanova,2026-01-17,-1,86,58,12,9,31,79,54,7,14,24
Texas Tech,BYU,2026-01-17,1,84,59,10,10,23,71,64,12,12,14
BYU,Texas Tech,2026-01-17,-1,71,64,12,12,14,84,59,10,10,23
Mississippi St.,Ole Miss,2026-01-17,1,67,65,14,8,23,68,71,11,5,10
Ole Miss,Mississippi St.,2026-01-17,-1,68,71,11,5,10,67,65,14,8,23
Abilene Christian,Southern Utah,2026-01-17,-1,52,63,18,15,25,74,58,11,17,14
Southern Utah,Abilene Christian,2026-01-17,1,74,58,11,17,14,52,63,18,15,25
Montana St.,Montana,2026-01-17,1,76,60,10,10,22,67,53,3,15,14
Utah Tech,Tarleton St.,2026-01-17,1,75,48,6,16,23,71,70,18,8,22
Montana,Montana St.,2026-01-17,-1,67,53,3,15,14,76,60,10,10,22
UC Santa Barbara,Hawaii,2026-01-17,1,77,53,9,12,15,62,53,11,13,13
Hawaii,UC Santa Barbara,2026-01-17,-1,62,53,11,13,13,77,53,9,12,15
Weber St.,Idaho,2026-01-17,1,67,56,15,17,39,75,55,7,16,26
Tarleton St.,Utah Tech,2026-01-17,-1,71,70,18,8,22,75,48,6,16,23
LMU (CA),Portland,2026-01-17,1,58,57,10,15,18,71,56,9,12,20
Portland,LMU (CA),2026-01-17,-1,71,56,9,12,20,58,57,10,15,18
Idaho,Weber St.,2026-01-17,-1,75,55,7,16,26,67,56,15,17,39
Seattle U,Gonzaga,2026-01-17,1,50,53,6,18,11,71,60,13,15,13
Sacramento St.,Northern Colo.,2026-01-17,1,93,69,13,8,34,89,68,8,14,13
Northern Colo.,Sacramento St.,2026-01-17,-1,89,68,8,14,13,93,69,13,8,34
Oklahoma St.,Kansas St.,2026-01-17,1,84,68,16,7,24,83,66,13,16,5
Gonzaga,Seattle U,2026-01-17,-1,71,60,13,15,13,50,53,6,18,11
Kansas St.,Oklahoma St.,2026-01-17,-1,83,66,13,16,5,84,68,16,7,24
Penn St.,Maryland,2026-01-18,-1,73,50,4,7,21,96,61,12,11,17
Temple,Fla. Atlantic,2026-01-18,1,73,57,10,15,32,79,67,10,12,24
Fla. Atlantic,Temple,2026-01-18,-1,79,67,10,12,24,73,57,10,15,32
Maryland,Penn St.,2026-01-18,1,96,61,12,11,17,73,50,4,7,21
American,Army West Point,2026-01-18,-1,78,51,10,14,21,67,59,12,10,9
Army West Point,American,2026-01-18,1,67,59,12,10,9,78,51,10,14,21
South Fla.,Wichita St.,2026-01-18,1,85,72,16,11,22,86,72,18,11,23
Charlotte,East Carolina,2026-01-18,-1,73,48,6,18,13,70,61,9,5,18
East Carolina,Charlotte,2026-01-18,1,70,61,9,5,18,73,48,6,18,13
Purdue Fort Wayne,Milwaukee,2026-01-18,1,100,64,7,7,19,82,60,10,13,21
Milwaukee,Purdue Fort Wayne,2026-01-18,-1,82,60,10,13,21,100,64,7,7,19
