estimated_net,team,efficiency,value,combine,efficiency_rank,value_rank
354,Bryant,-23.44109353223341,-2.3655237272396494,-8.688194668737777,354,349
355,ULM,-22.73591632563466,-3.2699073689116807,-9.109710055928574,351,362
356,South Carolina St.,-25.459339552225586,-2.330421999005593,-9.269097264971592,358,348
357,Rider,-24.821302947435427,-2.8294128766528184,-9.4269798978876,357,357
358,VMI,-26.533695941564837,-2.8974086877094267,-9.988294863866049,359,358
359,Kansas City,-24.535895962450297,-3.79253197007746,-10.01554116778931,356,365
360,Binghamton,-27.16515562859356,-3.0538969846418835,-10.287274577827386,360,360
361,Gardner-Webb,-27.4363862054279,-3.0591239077583334,-10.372302597059203,361,361
362,Delaware St.,-28.49185139008837,-2.990854873523717,-10.641153828493112,362,359
363,Coppin St.,-30.33081098871035,-2.681529940676544,-10.976314255086686,364,356
364,Western Ill.,-28.87529337893058,-3.4283880356569223,-11.062459638639018,363,363
365,Mississippi Val.,-35.482264150817976,-3.7349516654608936,-13.259145411068017,365,364
