season,coachid,coach,team,todisplay,score,bgcolor,fgcolor,isseason,conference,state,bordercolor,firstseason,nextyear,w,l,confw,confl,tourneyscore
1976,john-birkett-1,John Birkett,Northern Ariz.,8-6 BSky,15,#FFFFFF,#000000,4,Big Sky,Arizona,black,1975.0,Return,15,12,8,6,0.0
1977,john-birkett-1,John Birkett,Northern Ariz.,4-10 BSky,11,#FFFFFF,#000000,4,Big Sky,Arizona,black,1975.0,Return,11,15,4,10,0.0
1978,john-birkett-1,John Birkett,Northern Ariz.,4-10 BSky,10,#FFFFFF,#000000,4,Big Sky,Arizona,black,1975.0,Unknown,10,15,4,10,0.0
1979,john-birkett-1,John Birkett,Northern Ariz.,?,0,#FFFFFF,#000000,0,Big Sky,Arizona,white,1975.0,Last,,,,,
1914,john-blackburn-1,John Blackburn,South Carolina,5-4,5,#FFFFFF,#000000,4,Ind,South Carolina,black,1914.0,Last,5,4,,,0.0
1920,john-blake-1,John Blake,Niagara,6-2,6,#FFFFFF,#000000,4,Ind,New York,black,1920.0,Return,6,2,,,0.0
1921,john-blake-1,John Blake,Niagara,15-4,15,#FFFFFF,#000000,4,Ind,New York,black,1920.0,Return,15,4,,,0.0
1922,john-blake-1,John Blake,Niagara,27-4,27,#FFFFFF,#000000,4,Ind,New York,black,1920.0,Return,27,4,,,0.0
1923,john-blake-1,John Blake,Niagara,13-4,13,#FFFFFF,#000000,4,Ind,New York,black,1920.0,Last,13,4,,,0.0
2009,john-brady-1,John Brady,Arkansas St.,5-13 SB,13,#FFFFFF,#000000,4,Sun Belt,Arkansas,black,2009.0,Return,13,17,5,13,0.0
2010,john-brady-1,John Brady,Arkansas St.,11-7 SB,17,#FFFFFF,#000000,4,Sun Belt,Arkansas,black,2009.0,Return,17,14,11,7,0.0
2011,john-brady-1,John Brady,Arkansas St.,11-5 SB,17,#FFFFFF,#000000,4,Sun Belt,Arkansas,black,2009.0,Return,17,15,11,5,0.0
2012,john-brady-1,John Brady,Arkansas St.,6-10 SB,14,#FFFFFF,#000000,4,Sun Belt,Arkansas,black,2009.0,Return,14,20,6,10,0.0
2013,john-brady-1,John Brady,Arkansas St.,12-8 SB,19,#FFFFFF,#000000,4,Sun Belt,Arkansas,black,2009.0,Return,19,12,12,8,0.0
2014,john-brady-1,John Brady,Arkansas St.,10-8 SB,19,#FFFFFF,#000000,4,Sun Belt,Arkansas,black,2009.0,Return,19,13,10,8,0.0
2015,john-brady-1,John Brady,Arkansas St.,6-14 SB,11,#FFFFFF,#000000,4,Sun Belt,Arkansas,black,2009.0,Return,11,18,6,14,0.0
2016,john-brady-1,John Brady,Arkansas St.,7-13 SB,11,#FFFFFF,#000000,4,Sun Belt,Arkansas,black,2009.0,Resigned,11,20,7,13,0.0
2017,john-brady-1,John Brady,Arkansas St.,Resigned,0,#FFFFFF,#000000,0,Sun Belt,Arkansas,white,2009.0,Last,,,,,
1998,john-brady-1,John Brady,LSU,2-14 SEC,9,#FFFFFF,#000000,4,SEC,Louisiana,black,1998.0,Return,9,18,2,14,0.0
1999,john-brady-1,John Brady,LSU,4-12 SEC,12,#FFFFFF,#000000,4,SEC,Louisiana,black,1998.0,Return,12,15,4,12,0.0
2000,john-brady-1,John Brady,LSU,"12-4 SEC
Sweet 16",48,#461D7C,#FDD023,4,SEC,Louisiana,black,1998.0,Return,28,6,12,4,0.2
2001,john-brady-1,John Brady,LSU,2-14 SEC,13,#FFFFFF,#000000,4,SEC,Louisiana,black,1998.0,Return,13,16,2,14,0.0
2002,john-brady-1,John Brady,LSU,6-10 SEC,19,#FFFFFF,#000000,4,SEC,Louisiana,black,1998.0,Return,19,15,6,10,0.0
2003,john-brady-1,John Brady,LSU,"8-8 SEC
NCAA 64",31,#461D7C,#FDD023,4,SEC,Louisiana,black,1998.0,Return,21,11,8,8,0.1
2004,john-brady-1,John Brady,LSU,8-8 SEC,18,#FFFFFF,#000000,4,SEC,Louisiana,black,1998.0,Return,18,11,8,8,0.0
2005,john-brady-1,John Brady,LSU,"12-4 SEC
NCAA 64",30,#461D7C,#FDD023,4,SEC,Louisiana,black,1998.0,Return,20,10,12,4,0.1
2006,john-brady-1,John Brady,LSU,"14-2 SEC
Final 4",57,#461D7C,#FDD023,4,SEC,Louisiana,black,1998.0,Return,27,9,14,2,0.3
2007,john-brady-1,John Brady,LSU,5-11 SEC,17,#FFFFFF,#000000,4,SEC,Louisiana,black,1998.0,Return,17,15,5,11,0.0
2008,john-brady-1,John Brady,LSU,6-10 SEC,8,#FFFFFF,#000000,4,SEC,Louisiana,black,1998.0,Fired,8,13,6,10,0.0
2009,john-brady-1,John Brady,LSU,Fired,0,#FFFFFF,#000000,0,SEC,Louisiana,white,1998.0,Last,,,,,
1992,john-brady-1,John Brady,Samford,7-7 TAAC,11,#FFFFFF,#000000,4,TAAC,Alabama,black,1992.0,Return,11,18,7,7,0.0
1993,john-brady-1,John Brady,Samford,7-5 TAAC,17,#FFFFFF,#000000,4,TAAC,Alabama,black,1992.0,Return,17,10,7,5,0.0
1994,john-brady-1,John Brady,Samford,4-12 TAAC,10,#FFFFFF,#000000,4,TAAC,Alabama,black,1992.0,Return,10,18,4,12,0.0
1995,john-brady-1,John Brady,Samford,11-5 TAAC,16,#FFFFFF,#000000,4,TAAC,Alabama,black,1992.0,Return,16,11,11,5,0.0
1996,john-brady-1,John Brady,Samford,11-5 TAAC,16,#FFFFFF,#000000,4,TAAC,Alabama,black,1992.0,Return,16,11,11,5,0.0
1997,john-brady-1,John Brady,Samford,11-5 TAAC,19,#FFFFFF,#000000,4,TAAC,Alabama,black,1992.0,Left,19,9,11,5,0.0
1998,john-brady-1,John Brady,Samford,LSU,0,#FFFFFF,#000000,0,TAAC,Alabama,white,1992.0,Last,,,,,
2020,john-brannen-1,John Brannen,Cincinnati,"13-5 Amer
Bubble",35,#E00122,#FFFFFF,4,AAC,Ohio,black,2020.0,Return,20,10,13,5,0.15
2021,john-brannen-1,John Brannen,Cincinnati,8-6 Amer,12,#FFFFFF,#000000,4,AAC,Ohio,black,2020.0,Fired,12,11,8,6,0.0
2022,john-brannen-1,John Brannen,Cincinnati,Fired,0,#FFFFFF,#000000,0,AAC,Ohio,white,2020.0,Last,,,,,
2016,john-brannen-1,John Brannen,Northern Ky.,5-13 Hrz,9,#FFFFFF,#000000,4,Horizon,Kentucky,black,2016.0,Return,9,21,5,13,0.0
2017,john-brannen-1,John Brannen,Northern Ky.,"12-6 Hrz
NCAA 64",34,#FFC72C,#000000,4,Horizon,Kentucky,black,2016.0,Return,24,11,12,6,0.1
2018,john-brannen-1,John Brannen,Northern Ky.,15-3 Hrz,22,#FFFFFF,#000000,4,Horizon,Kentucky,black,2016.0,Return,22,10,15,3,0.0
2019,john-brannen-1,John Brannen,Northern Ky.,"13-5 Hrz
NCAA 64",36,#FFC72C,#000000,4,Horizon,Kentucky,black,2016.0,Left,26,9,13,5,0.1
2020,john-brannen-1,John Brannen,Northern Ky.,Cincinnati,0,#FFFFFF,#000000,0,Horizon,Kentucky,white,2016.0,Last,,,,,
1950,john-brickels-1,John Brickels,Miami (OH),2-6 MAC,5,#FFFFFF,#000000,4,MAC,Ohio,black,1950.0,Return,5,15,2,6,0.0
1951,john-brickels-1,John Brickels,Miami (OH),4-4 MAC,10,#FFFFFF,#000000,4,MAC,Ohio,black,1950.0,Left,10,13,4,4,0.0
1952,john-brickels-1,John Brickels,Miami (OH),Miami (OH) (AD),0,#FFFFFF,#000000,0,MAC,Ohio,white,1950.0,Last,,,,,
1945,john-brickels-1,John Brickels,West Virginia,12-6,12,#FFFFFF,#000000,4,Ind,West Virginia,black,1945.0,Last,12,6,,,0.0
1958,john-brooks-1,John Brooks,ETSU,7-18,7,#FFFFFF,#000000,4,OVC,Tennessee,black,1958.0,Return,7,18,,,0.0
1959,john-brooks-1,John Brooks,ETSU,5-7 OVC,13,#FFFFFF,#000000,4,OVC,Tennessee,black,1958.0,Return,13,10,5,7,0.0
1960,john-brooks-1,John Brooks,ETSU,2-10 OVC,9,#FFFFFF,#000000,4,OVC,Tennessee,black,1958.0,Return,9,14,2,10,0.0
1961,john-brooks-1,John Brooks,ETSU,1-11 OVC,9,#FFFFFF,#000000,4,OVC,Tennessee,black,1958.0,Return,9,15,1,11,0.0
1962,john-brooks-1,John Brooks,ETSU,3-9 OVC,11,#FFFFFF,#000000,4,OVC,Tennessee,black,1958.0,Return,11,14,3,9,0.0
1963,john-brooks-1,John Brooks,ETSU,7-5 OVC,14,#FFFFFF,#000000,4,OVC,Tennessee,black,1958.0,Return,14,8,7,5,0.0
1964,john-brooks-1,John Brooks,ETSU,8-6 OVC,12,#FFFFFF,#000000,4,OVC,Tennessee,black,1958.0,Return,12,10,8,6,0.0
1965,john-brooks-1,John Brooks,ETSU,4-11 OVC,6,#FFFFFF,#000000,4,OVC,Tennessee,black,1958.0,Return,6,17,4,11,0.0
1966,john-brooks-1,John Brooks,ETSU,3-12 OVC,7,#FFFFFF,#000000,4,OVC,Tennessee,black,1958.0,Return,7,14,3,12,0.0
1967,john-brooks-1,John Brooks,ETSU,11-7 OVC,17,#FFFFFF,#000000,4,OVC,Tennessee,black,1958.0,Return,17,9,11,7,0.0
1968,john-brooks-1,John Brooks,ETSU,"11-5 OVC
Sweet 16",39,#00053E,#FFC72C,4,OVC,Tennessee,black,1958.0,Return,19,8,11,5,0.2
1969,john-brooks-1,John Brooks,ETSU,6-8 OVC,15,#FFFFFF,#000000,4,OVC,Tennessee,black,1958.0,Return,15,11,6,8,0.0
1970,john-brooks-1,John Brooks,ETSU,8-6 OVC,15,#FFFFFF,#000000,4,OVC,Tennessee,black,1958.0,Return,15,11,8,6,0.0
1971,john-brooks-1,John Brooks,ETSU,8-6 OVC,12,#FFFFFF,#000000,4,OVC,Tennessee,black,1958.0,Return,12,12,8,6,0.0
1972,john-brooks-1,John Brooks,ETSU,6-8 OVC,11,#FFFFFF,#000000,4,OVC,Tennessee,black,1958.0,Return,11,14,6,8,0.0
1973,john-brooks-1,John Brooks,ETSU,2-12 OVC,9,#FFFFFF,#000000,4,OVC,Tennessee,black,1958.0,Unknown,9,17,2,12,0.0
1974,john-brooks-1,John Brooks,ETSU,?,0,#FFFFFF,#000000,0,OVC,Tennessee,white,1958.0,Last,,,,,
1931,john-bunn-1,John Bunn,Stanford,3-6 PCC,8,#FFFFFF,#000000,4,PCC,California,black,1931.0,Return,8,9,3,6,0.0
1932,john-bunn-1,John Bunn,Stanford,2-9 PCC,6,#FFFFFF,#000000,4,PCC,California,black,1931.0,Return,6,14,2,9,0.0
1933,john-bunn-1,John Bunn,Stanford,3-8 PCC,9,#FFFFFF,#000000,4,PCC,California,black,1931.0,Return,9,18,3,8,0.0
1934,john-bunn-1,John Bunn,Stanford,5-7 PCC,8,#FFFFFF,#000000,4,PCC,California,black,1931.0,Return,8,12,5,7,0.0
1935,john-bunn-1,John Bunn,Stanford,4-8 PCC,9,#FFFFFF,#000000,4,PCC,California,black,1931.0,Return,9,17,4,8,0.0
1936,john-bunn-1,John Bunn,Stanford,8-4 PCC,22,#FFFFFF,#000000,4,PCC,California,black,1931.0,Return,22,7,8,4,0.0
1937,john-bunn-1,John Bunn,Stanford,10-2 PCC,25,#FFFFFF,#000000,4,PCC,California,black,1931.0,Return,25,2,10,2,0.0
1938,john-bunn-1,John Bunn,Stanford,10-2 PCC,21,#FFFFFF,#000000,4,PCC,California,black,1931.0,Last,21,3,10,2,0.0
1960,john-burke-2,John Burke Jr,Boston U.,14-10,14,#FFFFFF,#000000,4,Ind,Massachusetts,black,1960.0,Return,14,10,,,0.0
1961,john-burke-2,John Burke Jr,Boston U.,9-14,9,#FFFFFF,#000000,4,Ind,Massachusetts,black,1960.0,Return,9,14,,,0.0
1962,john-burke-2,John Burke Jr,Boston U.,5-15,5,#FFFFFF,#000000,4,Ind,Massachusetts,black,1960.0,Return,5,15,,,0.0
1963,john-burke-2,John Burke Jr,Boston U.,10-9,10,#FFFFFF,#000000,4,Ind,Massachusetts,black,1960.0,Return,10,9,,,0.0
1964,john-burke-2,John Burke Jr,Boston U.,16-7,16,#FFFFFF,#000000,4,Ind,Massachusetts,black,1960.0,Return,16,7,,,0.0
1965,john-burke-2,John Burke Jr,Boston U.,10-10,10,#FFFFFF,#000000,4,Ind,Massachusetts,black,1960.0,Return,10,10,,,0.0
1966,john-burke-2,John Burke Jr,Boston U.,4-19,4,#FFFFFF,#000000,4,Ind,Massachusetts,black,1960.0,Unknown,4,19,,,0.0
1967,john-burke-2,John Burke Jr,Boston U.,?,0,#FFFFFF,#000000,0,Ind,Massachusetts,white,1960.0,Last,,,,,
2025,john-calipari-1,John Calipari,Arkansas,"8-10 SEC
Sweet 16",42,#9D2235,#FFFFFF,4,SEC,Arkansas,black,2025.0,Return,22,14,8,10,0.2
2026,john-calipari-1,John Calipari,Arkansas,6-2 SEC,16,#FFFFFF,#000000,4,SEC,Arkansas,black,2025.0,Last,16,5,6,2,0.0
2010,john-calipari-1,John Calipari,Kentucky,"14-2 SEC
Elite 8",60,#0033A0,#FFFFFF,4,SEC,Kentucky,black,2010.0,Return,35,3,14,2,0.25
2011,john-calipari-1,John Calipari,Kentucky,"10-6 SEC
Final 4",59,#0033A0,#FFFFFF,4,SEC,Kentucky,black,2010.0,Return,29,9,10,6,0.3
2012,john-calipari-1,John Calipari,Kentucky,"16-0 SEC
Champion",138,#0033A0,#FFFFFF,4,SEC,Kentucky,black,2010.0,Return,38,2,16,0,1.0
2013,john-calipari-1,John Calipari,Kentucky,12-6 SEC,21,#FFFFFF,#000000,4,SEC,Kentucky,black,2010.0,Return,21,12,12,6,0.0
